1		1		0.07640599847581113
1		26		0.15236884536306994
1		66		0.1377079870636283
10		54		0.16933601490029712
1000		57		0.18943353328435386
12		74		0.18339057885580973
120000		48		0.20171418075542294
12200		57		0.18943353328435386
1401		1		0.08577086086383195
1401		48		0.169985902227949
1401		69		0.16049158749240208
1950		48		0.20171418075542294
195162		35		0.2072970944438054
1958		37		0.2252449090154916
1959		11		0.15913824810826263
1963		31		0.25
2		1		0.08577086086383195
2		25		0.1818824371113899
2		26		0.17104425432979542
2		66		0.15458645700457807
22		25		0.21583123256024633
2200		57		0.18943353328435386
2300		57		0.18943353328435386
24hour		1		0.10178019885810612
3		1		0.14522269124579643
3		25		0.1818824371113899
3		38		0.1705300398104231
3		66		0.15458645700457807
30		74		0.18339057885580973
4		1		0.10178019885810612
4		66		0.18344039194936781
43page		25		0.21583123256024633
47		38		0.2023598829297116
48		26		0.20297007682901883
4800,000		78		0.20053515075992154
5		1		0.17232885673343293
5		38		0.2023598829297116
50		75		0.21464965583406242
5000		48		0.20171418075542294
6		1		0.10178019885810612
6		25		0.21583123256024633
6700		57		0.18943353328435386
7040		48		0.20171418075542294
7070		48		0.20171418075542294
800		14		0.1458431692015891
9		48		0.20171418075542294
aaa		74		0.18339057885580973
abil		73		0.1804771537248466
abstract		40		0.17338866831232363
abstract		6		0.12245809326175124
abstract		62		0.13116824386786077
abstract		67		0.1468938767859051
abstract		8		0.27730223318917996
accent		77		0.17864624986420935
accept		38		0.2023598829297116
access		1		0.14522269124579643
access		62		0.2948350592020926
access		81		0.15975811334443005
accessori		38		0.2023598829297116
accomplish		11		0.1090755044633296
accomplish		4		0.13932064849858633
accomplish		50		0.12967745375362733
accomplish		54		0.11606519154649914
accomplish		59		0.11666941040281757
accomplish		80		0.14182546873125357
accredit		10		0.41390567964327846
accur		78		0.20053515075992154
accuraci		46		0.20412414523193154
achiev		62		0.20663692910868767
activ		26		0.20297007682901883
actual		1		0.10178019885810612
addit		19		0.13236725824782558
addit		43		0.15709730500162425
addit		58		0.10869246780564508
addit		69		0.14296836787953782
adequ		5		0.2111458433378853
administr		36		0.1667543488479912
administr		46		0.20412414523193154
adopt		79		0.22941573387056177
advanc		40		0.27314920826718625
advantag		1		0.08577086086383195
advantag		63		0.15689891918400378
advic		6		0.19291532454764915
advisori		53		0.2168237511140055
aerospac		40		0.27314920826718625
aerospac		7		0.20019195938636733
agenc		13		0.18915596238969212
agenc		24		0.16860517770124372
agricultur		59		0.17021755407576636
aid		54		0.16933601490029712
aid		58		0.14478890673929395
aid		80		0.20691957137464076
air		12		0.23862917874673986
algorithm		50		0.18919594193974498
allow		36		0.1405250158080315
allow		68		0.15443053872451945
alphabet		63		0.1861844807704822
alphabet		78		0.20053515075992154
alphanumer		73		0.1804771537248466
altern		75		0.21464965583406242
american		9		0.2534811928595103
amount		78		0.20053515075992154
analog		18		0.17044860485101918
analog		29		0.17362308610731333
analysi		23		0.3039903121811309
analysi		39		0.16608364719226631
analysi		75		0.16113665978738226
analysi		9		0.19028734324120491
analyt		29		0.20603025377599007
analyt		39		0.2212395227537003
analyz		2		0.18589807386583196
anderson		26		0.20297007682901883
answer		33		0.22044995012825166
apparatus		38		0.2023598829297116
appli		77		0.17864624986420935
applic		2		0.18589807386583196
applic		39		0.2212395227537003
applic		7		0.20019195938636733
apprais		65		0.20242677107489454
appreci		51		0.21961588229592036
approach		60		0.19840264818255698
april		31		0.25
area		44		0.12587360778372533
area		45		0.24274747199228972
area		5		0.15850636140669563
area		69		0.14296836787953782
area		80		0.3259852442362372
argu		27		0.25935344382933867
arriv		5		0.2111458433378853
art		16		0.12201413689104174
arthur		39		0.2212395227537003
articl		25		0.1818824371113899
articl		71		0.169985902227949
articl		75		0.18088671442546014
aspect		33		0.22044995012825166
aspect		7		0.20019195938636733
aspect		9		0.2534811928595103
assign		62		0.17413433550684407
assign		64		0.17277644059570704
assist		59		0.17021755407576636
associ		38		0.2023598829297116
attain		20		0.3209127159975333
attempt		60		0.19840264818255698
attempt		9		0.2534811928595103
attract		72		0.24349179421551712
author		15		0.20891973741492192
author		38		0.2023598829297116
author		69		0.19044772928142478
autom		11		0.22706267947699707
autom		33		0.1857746615945333
autom		47		0.3021015736379693
automat		16		0.08363013726275353
automat		2		0.12741705043706666
automat		25		0.1479336416625335
automat		41		0.16064889998507062
automat		61		0.16957921864646552
automat		7		0.13721427261606667
automat		70		0.2589778423190537
avail		13		0.22446237886995105
avoid		52		0.22587558057371437
awar		15		0.12339136243656591
awar		24		0.2000757406665514
awar		6		0.19291532454764915
background		59		0.14344348223929196
background		76		0.2275911114930945
base		1		0.10178019885810612
base		60		0.19840264818255698
base		64		0.20502557983817782
